"Code du chapitre SH";"Libellé du chapitre SH";"Code du groupement d'utilisation";"Libellé du groupement d'utilisation";"Code de la section CTCI";"Libellé de la section CTCI";"Poids en KG Janvier 2000";"Poids en KG Février 2000";"Poids en KG Mars 2000";"Poids en KG Avril 2000";"Poids en KG Mai 2000";"Poids en KG Juin 2000";"Poids en KG Janvier 2001";"Poids en KG Février 2001";"Poids en KG Mars 2001";"Poids en KG Avril 2001";"Poids en KG Mai 2001";"Poids en KG Juin 2001";
"01";"ANIMAUX VIVANTS";"1";"ALIMENTATION, BOISSONS ET TABACS";"0";"PRODUITS ALIMENTAIRES ET ANIMAUX VIVANTS";"942503";"1273898";"937186";"633746";"429892";"548746";"28332";"26136";"25988";"31897";"66812";"56935";
"01";"ANIMAUX VIVANTS";"3";"PRODUITS BRUTS D'ORIGINE ANIMALE ET VEGETALE";"0";"PRODUITS ALIMENTAIRES ET ANIMAUX VIVANTS";"9933";"1182";"2646";"2462";"2874";"909";"15926";"10609";"4094";"148";"5597";"203";
"02";"VIANDES ET ABATS COMESTIBLES";"1";"ALIMENTATION, BOISSONS ET TABACS";"0";"PRODUITS ALIMENTAIRES ET ANIMAUX VIVANTS";"136635";"73799";"86519";"241974";"190593";"241943";"140344";"248428";"227894";"157970";"277951";"289577";
"03";"POISSONS, CRUSTACÉS, MOLLUSQUES ET AUTRES INVERTÉBRÉS AQUATIQUES";"1";"ALIMENTATION, BOISSONS ET TABACS";"0";"PRODUITS ALIMENTAIRES ET ANIMAUX VIVANTS";"20003398";"26719166";"18168982";"12335149";"18635760";"25085184";"37233664";"21797059";"10494462";"15061489";"14877201";"11182897";
"04";"LAIT, PRODUITS LAITIERS, ¿UFS, PRODUITS COMESTIBLES D'ORIGINE ANIMALE";"1";"ALIMENTATION, BOISSONS ET TABACS";"0";"PRODUITS ALIMENTAIRES ET ANIMAUX VIVANTS";"5471470";"4767860";"4106504";"3148855";"4979365";"3626384";"5571983";"7869611";"5060778";"3808738";"4731095";"4751024";
"04";"LAIT, PRODUITS LAITIERS, ¿UFS, PRODUITS COMESTIBLES D'ORIGINE ANIMALE";"3";"PRODUITS BRUTS D'ORIGINE ANIMALE ET VEGETALE";"0";"PRODUITS ALIMENTAIRES ET ANIMAUX VIVANTS";"0";"8";"0";"0";"24";"0";"0";"0";"0";"0";"0";"0";
"05";"AUTRES PRODUITS D'ORIGINE ANIMALE, NON DÉNOMMÉS AILLEURS";"3";"PRODUITS BRUTS D'ORIGINE ANIMALE ET VEGETALE";"2";"MATIÈRES BRUTES NON COMESTIBLES À L'EXCEPTION DES CARBURANTS";"443571";"636684";"588014";"565981";"787002";"924638";"1032817";"827970";"865584";"753395";"994411";"1307156";
"06";"PLANTES VIVANTES ET PRODUITS DE LA FLORICULTURE";"3";"PRODUITS BRUTS D'ORIGINE ANIMALE ET VEGETALE";"2";"MATIÈRES BRUTES NON COMESTIBLES À L'EXCEPTION DES CARBURANTS";"589813";"650507";"921117";"257651";"546253";"204972";"643054";"352298";"863404";"401548";"597257";"570677";
"07";"LÉGUMES, PLANTES, RACINES ET TUBERCULES ALIMENTAIRES";"1";"ALIMENTATION, BOISSONS ET TABACS";"0";"PRODUITS ALIMENTAIRES ET ANIMAUX VIVANTS";"90119715";"73991200";"55093662";"22302429";"20736988";"11365620";"101326164";"74152156";"57067006";"25659351";"16947470";"7013492";
"08";"FRUITS COMESTIBLES, ÉCORCES D'AGRUMES OU DE MELONS";"1";"ALIMENTATION, BOISSONS ET TABACS";"0";"PRODUITS ALIMENTAIRES ET ANIMAUX VIVANTS";"98153958";"92408325";"82965010";"72795648";"78608503";"22282994";"63066848";"70273133";"93119856";"84879163";"30499614";"10128455";
"09";"CAFÉ, THÉ, MATÉ ET ÉPICES";"1";"ALIMENTATION, BOISSONS ET TABACS";"0";"PRODUITS ALIMENTAIRES ET ANIMAUX VIVANTS";"6459535";"9031914";"9415181";"6919751";"8853431";"8817231";"8034264";"6923632";"6955997";"9712113";"6521125";"8116318";
"10";"CÉRÉALES";"1";"ALIMENTATION, BOISSONS ET TABACS";"0";"PRODUITS ALIMENTAIRES ET ANIMAUX VIVANTS";"383556135";"436586721";"370222803";"493392347";"534027523";"501910256";"472402711";"519855427";"430225859";"540379650";"418621708";"382587528";
"11";"PRODUITS DE LA MINOTERIE, MALT, AMIDONS ET FÉCULES";"1";"ALIMENTATION, BOISSONS ET TABACS";"0";"PRODUITS ALIMENTAIRES ET ANIMAUX VIVANTS";"26851983";"2570680";"46723427";"1446934";"31619963";"1562184";"21397478";"13776723";"22139839";"41593638";"30799251";"4240365";
"11";"PRODUITS DE LA MINOTERIE, MALT, AMIDONS ET FÉCULES";"1";"ALIMENTATION, BOISSONS ET TABACS";"5";"PRODUITS CHIMIQUES ET PRODUITS CONNEXES, N.D.A.";"355977";"533400";"350682";"400890";"649450";"613850";"600486";"527395";"898228";"555715";"518430";"321485";
"12";"GRAINES ET FRUITS OLÉAGINEUX, PLANTES INDUSTRIELLES OU MÉDICINALES";"3";"PRODUITS BRUTS D'ORIGINE ANIMALE ET VEGETALE";"0";"PRODUITS ALIMENTAIRES ET ANIMAUX VIVANTS";"2450995";"5380873";"12605120";"10032481";"20620219";"2502100";"10530640";"5861547";"548391";"6627712";"6649080";"1936780";
"12";"GRAINES ET FRUITS OLÉAGINEUX, PLANTES INDUSTRIELLES OU MÉDICINALES";"3";"PRODUITS BRUTS D'ORIGINE ANIMALE ET VEGETALE";"2";"MATIÈRES BRUTES NON COMESTIBLES À L'EXCEPTION DES CARBURANTS";"16077789";"36786559";"25356971";"1481748";"21487206";"66585789";"2566404";"41502178";"34533723";"2583428";"25391008";"23457614";
"13";"GOMMES, RÉSINES ET AUTRES SUCS ET EXTRAITS VÉGÉTAUX";"3";"PRODUITS BRUTS D'ORIGINE ANIMALE ET VEGETALE";"2";"MATIÈRES BRUTES NON COMESTIBLES À L'EXCEPTION DES CARBURANTS";"404677";"383972";"416478";"463816";"387407";"716398";"555437";"663964";"639541";"812091";"567339";"432231";
"14";"MATIÈRES À TRESSER ET AUTRES PRODUITS D'ORIGINE VÉGÉTALE";"3";"PRODUITS BRUTS D'ORIGINE ANIMALE ET VEGETALE";"2";"MATIÈRES BRUTES NON COMESTIBLES À L'EXCEPTION DES CARBURANTS";"166768";"234058";"157237";"138970";"109422";"75176";"50105";"116174";"204281";"209699";"128053";"70443";
"15";"GRAISSES, HUILES ET CIRES ANIMALES OU VÉGÉTALES";"5";"DEMI  PRODUITS";"5";"PRODUITS CHIMIQUES ET PRODUITS CONNEXES, N.D.A.";"0";"0";"19500";"780";"345";"19597";"11";"1040";"23645";"20038";"5000";"27000";
"15";"GRAISSES, HUILES ET CIRES ANIMALES OU VÉGÉTALES";"1";"ALIMENTATION, BOISSONS ET TABACS";"0";"PRODUITS ALIMENTAIRES ET ANIMAUX VIVANTS";"168708";"141696";"133428";"237820";"279096";"283740";"281604";"433844";"376546";"267516";"326820";"323629";
"15";"GRAISSES, HUILES ET CIRES ANIMALES OU VÉGÉTALES";"3";"PRODUITS BRUTS D'ORIGINE ANIMALE ET VEGETALE";"4";"HUILES, GRAISSES ET CIRES D'ORIGINE ANIMALE OU VÉGÉTALE";"28831141";"37278544";"42312160";"46704558";"29491360";"30702167";"59900917";"30501868";"29369801";"40940651";"38816346";"33176943";
"15";"GRAISSES, HUILES ET CIRES ANIMALES OU VÉGÉTALES";"1";"ALIMENTATION, BOISSONS ET TABACS";"4";"HUILES, GRAISSES ET CIRES D'ORIGINE ANIMALE OU VÉGÉTALE";"0";"0";"0";"0";"0";"0";"19";"0";"0";"0";"0";"0";
"16";"PRÉPARATIONS DE VIANDES, DE POISSONS OU DE CRUSTACÉS";"1";"ALIMENTATION, BOISSONS ET TABACS";"0";"PRODUITS ALIMENTAIRES ET ANIMAUX VIVANTS";"5834829";"6054419";"6419959";"8889601";"5359877";"7414682";"5692661";"16734830";"7338614";"7859922";"8039889";"9747003";
"17";"SUCRE ET SUCRERIES";"5";"DEMI  PRODUITS";"0";"PRODUITS ALIMENTAIRES ET ANIMAUX VIVANTS";"0";"75";"1500";"500";"500";"1900";"0";"1800";"0";"1500";"301";"330";
"17";"SUCRE ET SUCRERIES";"1";"ALIMENTATION, BOISSONS ET TABACS";"0";"PRODUITS ALIMENTAIRES ET ANIMAUX VIVANTS";"70802509";"68163116";"74825350";"67501601";"44058308";"74502372";"66840333";"63769785";"64424418";"31644864";"33485091";"42747029";
"18";"CACAO ET SES PRÉPARATIONS";"1";"ALIMENTATION, BOISSONS ET TABACS";"0";"PRODUITS ALIMENTAIRES ET ANIMAUX VIVANTS";"299743";"293664";"317172";"280054";"285586";"317506";"413091";"493775";"503666";"493400";"427800";"506546";
"19";"PRÉPARATIONS À BASE DE CÉRÉALES, DE FARINE, D'AMIDONS, PÂTISSERIES";"1";"ALIMENTATION, BOISSONS ET TABACS";"0";"PRODUITS ALIMENTAIRES ET ANIMAUX VIVANTS";"592821";"680878";"1038867";"896506";"1394535";"1264767";"795855";"1082014";"1187108";"1235608";"1113074";"1034399";
"20";"PRÉPARATIONS DE LÉGUMES, DE FRUITS OU D'AUTRES PARTIES DE PLANTES";"1";"ALIMENTATION, BOISSONS ET TABACS";"0";"PRODUITS ALIMENTAIRES ET ANIMAUX VIVANTS";"8780121";"10552555";"10485787";"10616803";"11932749";"10484130";"7595767";"9017881";"8826170";"11085045";"11527729";"10185045";
"21";"PRÉPARATIONS ALIMENTAIRES DIVERSES";"3";"PRODUITS BRUTS D'ORIGINE ANIMALE ET VEGETALE";"0";"PRODUITS ALIMENTAIRES ET ANIMAUX VIVANTS";"1";"0";"0";"200";"200";"0";"200";"0";"150";"0";"350";"0";
"21";"PRÉPARATIONS ALIMENTAIRES DIVERSES";"1";"ALIMENTATION, BOISSONS ET TABACS";"0";"PRODUITS ALIMENTAIRES ET ANIMAUX VIVANTS";"676549";"963131";"698660";"891660";"766304";"1239492";"986264";"684779";"1026785";"1094442";"1142151";"1238451";
"22";"BOISSONS, LIQUIDES ALCOOLIQUES ET VINAIGRES";"5";"DEMI  PRODUITS";"1";"BOISSONS ET TABACS";"0";"39877";"25";"39877";"50";"19440";"17845";"78913";"50";"17895";"17845";"0";
"22";"BOISSONS, LIQUIDES ALCOOLIQUES ET VINAIGRES";"1";"ALIMENTATION, BOISSONS ET TABACS";"0";"PRODUITS ALIMENTAIRES ET ANIMAUX VIVANTS";"7084";"103478";"47115";"34447";"59848";"42644";"28569";"83964";"137677";"104638";"125258";"96102";
"22";"BOISSONS, LIQUIDES ALCOOLIQUES ET VINAIGRES";"1";"ALIMENTATION, BOISSONS ET TABACS";"1";"BOISSONS ET TABACS";"1482570";"2918734";"2407244";"1803286";"2985002";"4298563";"2386230";"5418565";"2142999";"2740614";"5890433";"2791232";
"22";"BOISSONS, LIQUIDES ALCOOLIQUES ET VINAIGRES";"5";"DEMI  PRODUITS";"5";"PRODUITS CHIMIQUES ET PRODUITS CONNEXES, N.D.A.";"23690";"28276";"44905";"972414";"43598";"28644";"14382";"28804";"1404063";"30261";"1106128";"1";
"23";"RÉSIDUS ET DÉCHETS DES INDUSTRIES ALIMENTAIRES, ALIMENTS POUR ANIMAUX";"1";"ALIMENTATION, BOISSONS ET TABACS";"0";"PRODUITS ALIMENTAIRES ET ANIMAUX VIVANTS";"34683216";"28195492";"54812931";"57683605";"62817265";"42268367";"86260505";"53319073";"43894367";"65393935";"57293430";"7568367";
"24";"TABACS ET SUCCÉDANÉS DE TABAC FABRIQUÉS";"1";"ALIMENTATION, BOISSONS ET TABACS";"1";"BOISSONS ET TABACS";"657152";"750729";"1260625";"855228";"564865";"327568";"256667";"135200";"140003";"576619";"791238";"479651";
"25";"SEL, SOUFRE, PIERRES, PLÂTRES, CHAUX ET CIMENTS";"4";"PRODUITS BRUTS D'ORIGINE MINERALE";"2";"MATIÈRES BRUTES NON COMESTIBLES À L'EXCEPTION DES CARBURANTS";"1540051281";"1289728027";"1509671776";"986616320";"1499920443";"1591220551";"1117790798";"2007223021";"1386697537";"1197058313";"1535809924";"1441624734";
"25";"SEL, SOUFRE, PIERRES, PLÂTRES, CHAUX ET CIMENTS";"5";"DEMI  PRODUITS";"6";"ARTICLES MANUFACTURÉS CLASSÉS PRINCIPALEMENT D'APRÈS LA MATIÈRE PREMIÈRE";"3781695";"36257593";"11287614";"46268930";"13912666";"26044205";"20789564";"43947270";"32076850";"18989180";"17578565";"33203350";
"25";"SEL, SOUFRE, PIERRES, PLÂTRES, CHAUX ET CIMENTS";"5";"DEMI  PRODUITS";"2";"MATIÈRES BRUTES NON COMESTIBLES À L'EXCEPTION DES CARBURANTS";"17202947";"75593400";"29606";"57926160";"55900";"36214115";"45191500";"34735658";"57935515";"117841650";"18469425";"18310186";
"26";"MINERAIS, SCORIES, ET CENDRES";"4";"PRODUITS BRUTS D'ORIGINE MINERALE";"2";"MATIÈRES BRUTES NON COMESTIBLES À L'EXCEPTION DES CARBURANTS";"21378754";"4356990";"39757209";"47095226";"2317316";"51118383";"17105889";"8968461";"66489506";"14830423";"46239041";"53415752";
"27";"COMBUSTIBLES MINÉRAUX, HUILES MINÉRALES, MATIÈRES BITUMINEUSES";"4";"PRODUITS BRUTS D'ORIGINE MINERALE";"2";"MATIÈRES BRUTES NON COMESTIBLES À L'EXCEPTION DES CARBURANTS";"930";"0";"0";"0";"40200";"89600";"0";"200";"0";"77420";"38250";"0";
"27";"COMBUSTIBLES MINÉRAUX, HUILES MINÉRALES, MATIÈRES BITUMINEUSES";"2";"ENERGIE  ET  LUBRIFIANTS";"3";"COMBUSTIBLES ET MINÉRAUX, LUBRIFIANTS ET PRODUITS CONNEXES";"1372904284";"1175026557";"1603115630";"1390032221";"1549857309";"1956285985";"1243239424";"1353666970";"1420228147";"1841498950";"1766592275";"1734336095";
"27";"COMBUSTIBLES MINÉRAUX, HUILES MINÉRALES, MATIÈRES BITUMINEUSES";"5";"DEMI  PRODUITS";"3";"COMBUSTIBLES ET MINÉRAUX, LUBRIFIANTS ET PRODUITS CONNEXES";"67000";"62932";"111414";"109430";"132569";"129430";"59930";"21385";"39170";"40340";"1803270";"30957";
"28";"PRODUITS CHIMIQUES INORGANIQUES";"4";"PRODUITS BRUTS D'ORIGINE MINERALE";"5";"PRODUITS CHIMIQUES ET PRODUITS CONNEXES, N.D.A.";"0";"8";"0";"8";"0";"200";"0";"75";"0";"100";"7000";"0";
"28";"PRODUITS CHIMIQUES INORGANIQUES";"5";"DEMI  PRODUITS";"5";"PRODUITS CHIMIQUES ET PRODUITS CONNEXES, N.D.A.";"313148704";"268879806";"390493444";"376022553";"439286617";"319004120";"225440311";"432010364";"235640402";"301309228";"340481137";"372145667";
"28";"PRODUITS CHIMIQUES INORGANIQUES";"5";"DEMI  PRODUITS";"2";"MATIÈRES BRUTES NON COMESTIBLES À L'EXCEPTION DES CARBURANTS";"7817";"68900";"52094";"51";"13410";"138639";"11042";"142775";"30558";"49006";"52723";"46240";
"29";"PRODUITS CHIMIQUES ORGANIQUES";"8";"PRODUITS FINIS DE CONSOMMATION";"5";"PRODUITS CHIMIQUES ET PRODUITS CONNEXES, N.D.A.";"0";"12279";"19292";"7474";"12442";"20782";"15891";"15881";"16819";"17358";"21051";"13642";
"29";"PRODUITS CHIMIQUES ORGANIQUES";"5";"DEMI  PRODUITS";"5";"PRODUITS CHIMIQUES ET PRODUITS CONNEXES, N.D.A.";"7441171";"8138295";"5889875";"33130732";"6075714";"9482448";"7201640";"5108020";"7658900";"8784838";"10470163";"9225213";
"30";"PRODUITS PHARMACEUTIQUES";"8";"PRODUITS FINIS DE CONSOMMATION";"5";"PRODUITS CHIMIQUES ET PRODUITS CONNEXES, N.D.A.";"227130";"385219";"389497";"508595";"512468";"358044";"432759";"555421";"581178";"432829";"463914";"571165";
"30";"PRODUITS PHARMACEUTIQUES";"5";"DEMI  PRODUITS";"5";"PRODUITS CHIMIQUES ET PRODUITS CONNEXES, N.D.A.";"190";"0";"138";"522";"0";"706";"3438";"0";"216";"0";"990";"31";
"31";"ENGRAIS";"5";"DEMI  PRODUITS";"5";"PRODUITS CHIMIQUES ET PRODUITS CONNEXES, N.D.A.";"442249423";"648598269";"329561981";"291199350";"355845402";"322785896";"273986315";"607825730";"500629873";"343485706";"224370910";"261040948";
"31";"ENGRAIS";"3";"PRODUITS BRUTS D'ORIGINE ANIMALE ET VEGETALE";"2";"MATIÈRES BRUTES NON COMESTIBLES À L'EXCEPTION DES CARBURANTS";"38040";"16649";"0";"0";"33410";"0";"23524";"7977";"5856";"11558";"18800";"4416";
"31";"ENGRAIS";"5";"DEMI  PRODUITS";"2";"MATIÈRES BRUTES NON COMESTIBLES À L'EXCEPTION DES CARBURANTS";"73753";"7113";"40006";"2385";"5810";"121500";"3";"30295";"40272";"609000";"5727";"4880";
"32";"EXTRAITS TANNANTS, MATIÈRES COLORANTES, PEINTURE, ENCRES";"5";"DEMI  PRODUITS";"8";"ARTICLES MANUFACTURÉS DIVERS";"7919";"17932";"36144";"16520";"7534";"10813";"9237";"12444";"7301";"4605";"7809";"9670";
"32";"EXTRAITS TANNANTS, MATIÈRES COLORANTES, PEINTURE, ENCRES";"8";"PRODUITS FINIS DE CONSOMMATION";"8";"ARTICLES MANUFACTURÉS DIVERS";"630";"16410";"3717";"1544";"2533";"3740";"4893";"20089";"3674";"3106";"2951";"7336";
"32";"EXTRAITS TANNANTS, MATIÈRES COLORANTES, PEINTURE, ENCRES";"5";"DEMI  PRODUITS";"5";"PRODUITS CHIMIQUES ET PRODUITS CONNEXES, N.D.A.";"3153408";"5015163";"5037487";"3653283";"5665772";"5420651";"5118889";"3991520";"5272200";"5144979";"5983891";"4935763";
"32";"EXTRAITS TANNANTS, MATIÈRES COLORANTES, PEINTURE, ENCRES";"8";"PRODUITS FINIS DE CONSOMMATION";"5";"PRODUITS CHIMIQUES ET PRODUITS CONNEXES, N.D.A.";"79836";"149071";"56919";"146920";"158489";"182889";"59717";"206201";"151577";"177246";"194586";"175619";
"33";"HUILES ESSENTIELLES, PRODUITS DE PARFUMERIE, PRÉPARATIONS COSMÉTIQUES";"5";"DEMI  PRODUITS";"5";"PRODUITS CHIMIQUES ET PRODUITS CONNEXES, N.D.A.";"271402";"267791";"248727";"198670";"298440";"320676";"169120";"178571";"214935";"280286";"286237";"272975";
"33";"HUILES ESSENTIELLES, PRODUITS DE PARFUMERIE, PRÉPARATIONS COSMÉTIQUES";"8";"PRODUITS FINIS DE CONSOMMATION";"5";"PRODUITS CHIMIQUES ET PRODUITS CONNEXES, N.D.A.";"1061928";"547541";"635334";"774704";"2021115";"1164671";"983691";"1480393";"742319";"1008928";"1232659";"945176";
"34";"SAVONS, CIRES PRÉPARÉES, PRODUITS D'ENTRETIEN";"8";"PRODUITS FINIS DE CONSOMMATION";"8";"ARTICLES MANUFACTURÉS DIVERS";"12896";"34527";"30631";"44888";"23722";"33915";"10230";"18051";"66412";"20858";"35723";"13989";
"34";"SAVONS, CIRES PRÉPARÉES, PRODUITS D'ENTRETIEN";"8";"PRODUITS FINIS DE CONSOMMATION";"5";"PRODUITS CHIMIQUES ET PRODUITS CONNEXES, N.D.A.";"2027139";"1831964";"1731131";"1917737";"3297188";"4395417";"2609456";"2473209";"21203064";"3000259";"4077939";"3828391";
